Comp,Day,Venue,GF,GA,Team,Opponent,xGA,Poss,Attendance,Referee,SoT,xG.1,Saves,CS,CPA,CrdY,CrdR,Fls,Off.1,Crs.1,PKwon,PKcon,O_FK,O_CS,O_Cmp.4,O_Ast,O_Dead,O_TB,O_Sw,O_Crs,O_TI,O_CK,O_In,O_Out,O_Str,O_Off,O_CPA,O_CrdY,O_CrdR,O_Fls,FTR,weight
33,4,1,1,2,0,13,2.0,59.0,3453.0,430,4.0,1.5,3.0,0.0,7.0,3.0,0.0,8.0,1.0,21.0,0.0,1.0,0.0,0.0,262.0,1.0,62.0,0.0,1.0,8.0,36.0,3.0,3.0,0.0,0.0,3.0,3.0,5.0,0.0,11.0,0.0,0.7199211045364892
33,4,0,0,1,0,0,1.0,65.0,2885.0,689,13.0,2.8,2.0,0.0,14.0,0.0,0.0,5.0,0.0,33.0,0.0,0.0,0.0,1.0,238.0,1.0,30.0,0.0,0.0,7.0,16.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,9.0,2.0,0.7300000000000001
33,4,1,3,1,0,18,1.5,48.0,43615.0,690,8.0,1.2,4.0,0.0,3.0,3.0,1.0,8.0,0.0,17.0,0.0,1.0,0.0,0.0,355.0,0.0,51.0,2.0,0.0,11.0,30.0,3.0,1.0,1.0,0.0,5.0,4.0,1.0,0.0,11.0,2.0,0.7403651115618662
33,4,0,7,0,0,20,0.6,56.0,2134.0,486,10.0,2.5,4.0,1.0,10.0,2.0,0.0,4.0,1.0,14.0,0.0,0.0,0.0,0.0,403.0,0.0,40.0,0.0,1.0,13.0,16.0,5.0,0.0,2.0,0.0,5.0,4.0,1.0,0.0,12.0,0.0,0.7510288065843621
33,0,0,2,1,0,257,0.4,57.0,3047.0,681,6.0,2.1,2.0,0.0,5.0,0.0,0.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,358.0,1.0,34.0,0.0,1.0,11.0,15.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,9.0,0.0,0.7716701902748414
33,4,1,4,1,0,1,0.3,68.0,1167.0,434,7.0,2.0,3.0,0.0,5.0,1.0,0.0,5.0,0.0,18.0,1.0,0.0,0.0,0.0,269.0,0.0,42.0,0.0,0.0,8.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,2.0,0.7849462365591398
33,4,0,0,1,5,3,1.0,59.0,54115.0,476,3.0,1.7,1.0,0.0,8.0,1.0,0.0,6.0,2.0,39.0,0.0,0.0,1.0,1.0,258.0,1.0,49.0,0.0,2.0,11.0,30.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,6.0,2.0,0.6734317343173433
33,6,1,2,2,5,18,1.2,48.0,8312.0,444,4.0,1.4,2.0,0.0,7.0,2.0,0.0,4.0,5.0,16.0,0.0,0.0,0.0,0.0,403.0,2.0,43.0,2.0,0.0,14.0,19.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,7.0,1.0,0.6797020484171322
33,4,0,2,1,5,257,0.2,65.0,35829.0,439,3.0,2.3,1.0,0.0,9.0,0.0,0.0,9.0,3.0,50.0,0.0,0.0,1.0,0.0,259.0,1.0,39.0,0.0,1.0,10.0,13.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,0.6912878787878788
33,4,1,2,1,5,384,0.2,78.0,12008.0,692,8.0,2.4,0.0,0.0,7.0,2.0,0.0,7.0,1.0,36.0,0.0,0.0,0.0,0.0,117.0,1.0,42.0,0.0,1.0,4.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,0.7005758157389635
33,4,1,6,2,5,14,1.0,56.0,4179.0,680,12.0,6.1,0.0,0.0,9.0,1.0,0.0,8.0,4.0,13.0,0.0,0.0,0.0,0.0,296.0,2.0,50.0,1.0,0.0,12.0,17.0,4.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,11.0,2.0,0.7300000000000001
33,4,1,3,0,5,0,0.4,58.0,4921.0,294,4.0,2.4,2.0,1.0,11.0,1.0,0.0,10.0,3.0,21.0,0.0,0.0,0.0,0.0,281.0,0.0,55.0,1.0,0.0,18.0,21.0,4.0,2.0,2.0,0.0,1.0,4.0,2.0,0.0,12.0,2.0,0.7403651115618662
33,4,0,3,0,5,17,0.9,59.0,3686.0,455,6.0,0.8,3.0,1.0,10.0,0.0,0.0,10.0,3.0,15.0,0.0,0.0,1.0,0.0,282.0,0.0,49.0,0.0,1.0,15.0,21.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,0.7510288065843621
33,0,1,0,1,5,20,0.4,61.0,19480.0,690,8.0,2.5,1.0,0.0,11.0,1.0,0.0,14.0,1.0,35.0,0.0,0.0,0.0,1.0,283.0,1.0,45.0,1.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,10.0,0.0,0.7832618025751074
33,4,1,2,1,1,257,0.9,56.0,12533.0,430,8.0,2.5,2.0,0.0,13.0,3.0,0.0,6.0,1.0,24.0,0.0,0.0,0.0,0.0,275.0,1.0,49.0,2.0,1.0,17.0,26.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,0.6734317343173433
33,4,0,1,1,1,14,0.2,64.0,4903.0,692,8.0,2.0,1.0,0.0,4.0,1.0,0.0,6.0,2.0,23.0,0.0,0.0,0.0,0.0,227.0,0.0,41.0,0.0,1.0,5.0,18.0,3.0,3.0,0.0,0.0,3.0,2.0,5.0,0.0,16.0,1.0,0.6912878787878788
33,4,1,5,0,1,1,0.6,50.0,1990.0,689,11.0,2.9,4.0,1.0,8.0,1.0,0.0,9.0,1.0,12.0,0.0,0.0,0.0,0.0,409.0,0.0,50.0,0.0,1.0,14.0,18.0,6.0,6.0,0.0,0.0,2.0,4.0,1.0,0.0,10.0,2.0,0.7005758157389635
33,4,1,2,2,1,0,1.6,63.0,3444.0,464,7.0,2.5,5.0,0.0,5.0,3.0,0.0,5.0,5.0,30.0,0.0,0.0,0.0,0.0,196.0,2.0,52.0,0.0,1.0,22.0,22.0,7.0,5.0,2.0,0.0,3.0,1.0,1.0,0.0,6.0,1.0,0.7199211045364892
33,4,0,5,0,1,17,0.8,65.0,4396.0,687,9.0,1.8,4.0,1.0,6.0,0.0,0.0,6.0,4.0,11.0,0.0,0.0,0.0,0.0,274.0,0.0,44.0,0.0,0.0,10.0,15.0,2.0,1.0,1.0,0.0,3.0,4.0,3.0,0.0,10.0,0.0,0.7300000000000001
33,4,1,2,0,1,384,0.3,71.0,14138.0,680,8.0,2.1,4.0,1.0,4.0,0.0,0.0,4.0,6.0,17.0,0.0,0.0,0.0,0.0,150.0,0.0,44.0,0.0,0.0,11.0,22.0,2.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,9.0,2.0,0.7510288065843621
33,4,1,4,0,1,20,1.0,63.0,2152.0,444,5.0,1.1,5.0,1.0,5.0,0.0,0.0,6.0,1.0,13.0,0.0,0.0,0.0,0.0,272.0,0.0,58.0,0.0,0.0,8.0,32.0,2.0,0.0,2.0,0.0,3.0,5.0,1.0,0.0,11.0,2.0,0.7733050847457626
33,4,0,1,2,1,3,1.8,60.0,6303.0,485,2.0,1.7,2.0,0.0,9.0,1.0,0.0,6.0,5.0,25.0,0.0,0.0,0.0,0.0,274.0,1.0,38.0,1.0,0.0,13.0,14.0,5.0,3.0,0.0,0.0,6.0,2.0,2.0,0.0,12.0,2.0,0.7849462365591398
33,4,0,2,0,3,257,1.1,43.0,2963.0,691,4.0,0.8,3.0,1.0,6.0,3.0,0.0,8.0,3.0,18.0,0.0,0.0,0.0,0.0,489.0,0.0,49.0,2.0,3.0,20.0,24.0,6.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,8.0,0.0,0.6822429906542056
33,4,0,0,1,3,1,0.6,52.0,23088.0,681,3.0,0.8,1.0,0.0,3.0,1.0,0.0,5.0,3.0,21.0,0.0,0.0,0.0,1.0,391.0,1.0,49.0,0.0,1.0,12.0,23.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,0.0,8.0,2.0,0.6912878787878788
33,4,1,1,1,3,17,0.9,58.0,1163.0,694,3.0,0.7,1.0,0.0,4.0,1.0,0.0,12.0,1.0,23.0,0.0,0.0,1.0,0.0,307.0,0.0,56.0,1.0,0.0,16.0,25.0,4.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,9.0,1.0,0.7005758157389635
33,4,0,2,1,3,14,0.2,51.0,1783.0,687,7.0,1.1,1.0,0.0,7.0,3.0,0.0,13.0,2.0,27.0,0.0,0.0,0.0,0.0,299.0,1.0,51.0,0.0,1.0,12.0,22.0,3.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,6.0,0.0,0.7199211045364892
33,4,1,1,1,3,20,1.0,43.0,2155.0,681,3.0,1.2,2.0,0.0,1.0,1.0,0.0,5.0,2.0,26.0,0.0,0.0,0.0,0.0,462.0,0.0,45.0,1.0,4.0,17.0,23.0,4.0,3.0,1.0,0.0,3.0,5.0,0.0,0.0,4.0,1.0,0.7300000000000001
33,4,0,4,0,3,0,0.4,57.0,1344.0,692,9.0,3.1,3.0,1.0,5.0,1.0,0.0,7.0,1.0,24.0,0.0,0.0,1.0,0.0,295.0,0.0,55.0,0.0,2.0,25.0,29.0,7.0,6.0,1.0,0.0,1.0,3.0,1.0,0.0,6.0,0.0,0.7510288065843621
33,4,0,1,1,3,384,0.9,61.0,1341.0,680,3.0,0.8,1.0,0.0,4.0,3.0,0.0,9.0,4.0,21.0,0.0,0.0,0.0,0.0,222.0,1.0,58.0,0.0,1.0,23.0,29.0,5.0,1.0,0.0,4.0,4.0,1.0,2.0,0.0,9.0,1.0,0.7733050847457626
33,4,0,3,1,2,384,1.8,67.0,1605.0,485,5.0,1.1,2.0,0.0,5.0,1.0,0.0,7.0,3.0,12.0,0.0,1.0,0.0,0.0,209.0,0.0,59.0,0.0,0.0,11.0,29.0,3.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,13.0,0.0,0.6822429906542056
33,4,1,3,1,2,0,1.1,55.0,6951.0,444,5.0,1.2,2.0,0.0,6.0,0.0,0.0,4.0,5.0,17.0,0.0,0.0,0.0,0.0,384.0,1.0,42.0,0.0,0.0,12.0,15.0,4.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,7.0,2.0,0.6912878787878788
33,0,1,4,2,2,257,2.0,50.0,2810.0,485,11.0,1.1,5.0,0.0,7.0,1.0,0.0,6.0,2.0,12.0,0.0,1.0,0.0,0.0,477.0,0.0,47.0,0.0,1.0,24.0,25.0,4.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,9.0,2.0,0.6992337164750957
33,4,0,1,1,2,1,1.4,51.0,1920.0,476,11.0,2.0,1.0,0.0,10.0,2.0,0.0,7.0,2.0,19.0,0.0,1.0,0.0,0.0,424.0,0.0,45.0,0.0,0.0,12.0,23.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,14.0,1.0,0.7199211045364892
33,4,1,1,1,2,14,0.8,59.0,1953.0,52,10.0,1.0,2.0,0.0,9.0,1.0,0.0,11.0,0.0,21.0,0.0,0.0,0.0,0.0,278.0,1.0,41.0,0.0,0.0,10.0,20.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,1.0,0.7403651115618662
33,4,1,4,2,8,384,1.2,65.0,4132.0,464,8.0,1.8,1.0,0.0,1.0,2.0,0.0,10.0,4.0,21.0,0.0,1.0,0.0,0.0,137.0,0.0,51.0,0.0,0.0,12.0,21.0,4.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,13.0,2.0,0.6734317343173433
33,4,0,1,0,8,1,1.7,49.0,2150.0,680,3.0,2.0,4.0,1.0,4.0,1.0,0.0,7.0,1.0,9.0,0.0,1.0,0.0,0.0,341.0,0.0,56.0,0.0,0.0,19.0,34.0,6.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,10.0,0.0,0.6822429906542056
33,4,1,2,2,8,0,2.3,65.0,1954.0,691,3.0,0.7,5.0,0.0,3.0,2.0,0.0,8.0,4.0,13.0,0.0,0.0,0.0,0.0,218.0,2.0,68.0,0.0,0.0,15.0,41.0,6.0,5.0,0.0,0.0,2.0,6.0,2.0,0.0,17.0,1.0,0.7733050847457626
33,4,0,1,1,8,17,1.4,60.0,1521.0,681,3.0,1.6,6.0,0.0,1.0,2.0,0.0,5.0,2.0,19.0,0.0,0.0,0.0,0.0,249.0,1.0,53.0,0.0,1.0,13.0,35.0,2.0,0.0,0.0,1.0,4.0,6.0,4.0,1.0,14.0,1.0,0.7849462365591398
33,4,1,2,0,156,384,0.2,68.0,4407.0,691,6.0,1.1,2.0,1.0,5.0,1.0,0.0,5.0,1.0,22.0,0.0,0.0,0.0,0.0,215.0,0.0,51.0,0.0,0.0,10.0,27.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,5.0,2.0,0.7300000000000001
33,4,1,3,2,156,17,1.5,55.0,1406.0,696,5.0,1.0,2.0,0.0,0.0,3.0,0.0,12.0,1.0,18.0,0.0,1.0,0.0,0.0,274.0,1.0,69.0,0.0,4.0,27.0,37.0,6.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,15.0,2.0,0.7403651115618662
33,4,0,1,2,156,1,1.2,62.0,4203.0,434,8.0,1.2,3.0,0.0,3.0,0.0,0.0,6.0,2.0,21.0,0.0,1.0,0.0,0.0,319.0,0.0,46.0,0.0,1.0,16.0,25.0,5.0,3.0,0.0,0.0,1.0,6.0,3.0,0.0,9.0,2.0,0.7510288065843621
33,4,0,1,0,156,0,0.3,61.0,1784.0,476,6.0,1.9,1.0,1.0,5.0,3.0,1.0,7.0,2.0,25.0,0.0,0.0,0.0,0.0,245.0,0.0,57.0,0.0,0.0,18.0,23.0,5.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,13.0,0.0,0.7849462365591398
33,4,1,2,1,14,1,1.6,49.0,1295.0,444,4.0,1.5,3.0,0.0,4.0,2.0,0.0,8.0,3.0,7.0,0.0,0.0,0.0,0.0,422.0,1.0,45.0,0.0,0.0,14.0,19.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,13.0,2.0,0.6734317343173433
33,4,0,0,2,14,17,1.3,50.0,1126.0,439,3.0,0.8,3.0,0.0,4.0,2.0,0.0,10.0,3.0,20.0,0.0,0.0,0.0,1.0,335.0,1.0,43.0,0.0,1.0,14.0,16.0,2.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,11.0,2.0,0.6822429906542056
33,4,0,2,2,7,384,0.8,56.0,886.0,692,5.0,2.1,3.0,0.0,5.0,1.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,304.0,2.0,69.0,0.0,1.0,21.0,44.0,7.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,0.7403651115618662
33,4,1,1,0,7,17,1.1,47.0,614.0,692,4.0,0.8,5.0,1.0,3.0,1.0,0.0,11.0,1.0,11.0,0.0,0.0,1.0,0.0,405.0,0.0,54.0,0.0,3.0,16.0,28.0,3.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,10.0,2.0,0.7733050847457626
33,4,0,2,3,12,384,1.4,63.0,791.0,444,4.0,1.3,3.0,0.0,4.0,0.0,0.0,8.0,1.0,24.0,0.0,0.0,0.0,0.0,234.0,2.0,41.0,0.0,1.0,6.0,19.0,1.0,1.0,0.0,0.0,5.0,3.0,4.0,0.0,9.0,2.0,0.7199211045364892
15,5,1,1,1,270,103,0.3,56.0,16000.0,151,3.0,1.0,1.0,0.0,5.0,1.0,0.0,26.0,1.0,11.0,0.0,0.0,0.0,0.0,266.0,1.0,81.0,1.0,9.0,20.0,33.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,15.0,2.0,0.13272727272727272
15,5,1,2,0,270,102,0.4,48.0,23354.0,9,5.0,1.4,2.0,1.0,8.0,1.0,0.0,19.0,2.0,12.0,0.0,0.0,1.0,0.0,360.0,0.0,69.0,0.0,7.0,25.0,31.0,5.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,0.13443830570902393
15,5,0,0,0,270,102,0.3,61.0,8773.0,60,4.0,0.6,0.0,1.0,4.0,0.0,0.0,15.0,1.0,25.0,0.0,0.0,0.0,1.0,236.0,0.0,59.0,0.0,1.0,5.0,27.0,3.0,0.0,3.0,0.0,8.0,0.0,2.0,0.0,12.0,2.0,0.13513513513513511
15,5,0,3,0,270,103,0.3,48.0,6474.0,262,3.0,1.5,1.0,1.0,6.0,2.0,0.0,18.0,0.0,13.0,0.0,0.0,1.0,0.0,380.0,0.0,61.0,2.0,8.0,21.0,26.0,5.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.13619402985074627
15,5,1,2,2,271,76,2.6,46.0,16954.0,153,5.0,1.2,9.0,0.0,7.0,1.0,0.0,15.0,1.0,12.0,0.0,0.0,1.0,0.0,347.0,1.0,57.0,2.0,6.0,18.0,27.0,7.0,2.0,3.0,0.0,3.0,2.0,3.0,0.0,13.0,1.0,0.133406432748538
15,5,0,1,3,271,75,1.3,59.0,20690.0,130,3.0,1.0,2.0,0.0,1.0,3.0,0.0,8.0,2.0,18.0,0.0,0.0,0.0,0.0,312.0,3.0,40.0,2.0,5.0,11.0,21.0,3.0,0.0,2.0,0.0,2.0,6.0,3.0,0.0,19.0,0.0,0.13443830570902393
15,5,1,4,1,271,75,0.4,54.0,7912.0,49,10.0,3.1,3.0,0.0,4.0,3.0,0.0,9.0,3.0,13.0,0.0,0.0,0.0,0.0,314.0,1.0,48.0,0.0,5.0,23.0,12.0,7.0,1.0,5.0,0.0,3.0,3.0,2.0,1.0,21.0,1.0,0.13513513513513511
15,5,0,0,0,271,76,0.8,60.0,23133.0,9,0.0,0.3,1.0,1.0,3.0,1.0,0.0,13.0,2.0,21.0,0.0,0.0,1.0,1.0,295.0,0.0,51.0,0.0,2.0,16.0,24.0,5.0,4.0,1.0,0.0,2.0,3.0,3.0,0.0,18.0,0.0,0.1369092273068267
15,5,1,0,0,272,152,1.1,36.0,6000.0,126,3.0,0.6,4.0,1.0,3.0,0.0,0.0,16.0,1.0,14.0,0.0,0.0,2.0,1.0,606.0,0.0,61.0,1.0,5.0,20.0,33.0,5.0,0.0,4.0,0.0,2.0,3.0,3.0,0.0,14.0,1.0,0.13272727272727272
15,5,1,2,0,272,104,1.3,47.0,8623.0,55,3.0,0.4,7.0,1.0,2.0,1.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,417.0,0.0,57.0,1.0,3.0,39.0,27.0,13.0,7.0,4.0,0.0,1.0,1.0,3.0,0.0,20.0,2.0,0.13443830570902393
15,5,0,1,1,272,104,0.8,51.0,7544.0,42,5.0,1.2,3.0,0.0,2.0,1.0,0.0,18.0,4.0,23.0,0.0,0.0,1.0,0.0,287.0,1.0,56.0,0.0,1.0,28.0,23.0,7.0,4.0,3.0,0.0,0.0,2.0,4.0,0.0,25.0,1.0,0.13513513513513511
15,5,0,1,2,272,152,1.2,50.0,7520.0,122,6.0,1.9,7.0,0.0,4.0,2.0,0.0,13.0,5.0,26.0,0.0,0.0,0.0,0.0,410.0,1.0,54.0,0.0,3.0,10.0,24.0,4.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,13.0,0.0,0.13619402985074627
1,1,0,2,2,153,536,2.2,54.0,25492.0,158,4.0,1.3,8.0,0.0,5.0,2.0,0.0,19.0,1.0,21.0,0.0,0.0,0.0,0.0,261.0,2.0,58.0,1.0,2.0,15.0,17.0,5.0,4.0,0.0,0.0,0.0,5.0,4.0,1.0,17.0,0.0,0.13059033989266547
1,4,1,2,0,153,537,1.3,41.0,9510.0,13,2.0,0.4,5.0,1.0,1.0,2.0,0.0,18.0,2.0,8.0,0.0,0.0,2.0,0.0,472.0,0.0,60.0,0.0,4.0,29.0,25.0,9.0,4.0,4.0,0.0,1.0,4.0,5.0,0.0,18.0,2.0,0.13087128002868412
1,0,0,2,0,153,538,0.5,59.0,25227.0,155,6.0,1.2,1.0,1.0,3.0,3.0,0.0,12.0,3.0,28.0,0.0,0.0,1.0,0.0,271.0,0.0,55.0,0.0,0.0,13.0,23.0,4.0,0.0,4.0,0.0,1.0,4.0,3.0,0.0,19.0,0.0,0.13148414985590778
1,4,1,2,1,153,539,1.4,50.0,6769.0,697,5.0,0.9,2.0,0.0,2.0,4.0,0.0,24.0,1.0,21.0,0.0,0.0,1.0,0.0,351.0,1.0,54.0,0.0,8.0,12.0,19.0,2.0,0.0,2.0,0.0,1.0,5.0,3.0,0.0,23.0,2.0,0.13186416184971098
1,4,0,3,2,153,299,0.4,43.0,26341.0,698,6.0,0.9,3.0,0.0,3.0,2.0,0.0,17.0,0.0,21.0,0.0,0.0,0.0,0.0,357.0,1.0,53.0,0.0,6.0,13.0,17.0,7.0,2.0,4.0,0.0,1.0,4.0,3.0,0.0,23.0,2.0,0.13253449527959332
1,4,1,1,3,153,375,1.9,43.0,8535.0,167,2.0,1.4,6.0,0.0,0.0,2.0,0.0,18.0,3.0,7.0,1.0,0.0,0.0,0.0,376.0,3.0,56.0,0.0,5.0,28.0,19.0,10.0,6.0,3.0,0.0,2.0,3.0,3.0,0.0,17.0,0.0,0.13287222424463052
1,2,0,1,0,153,540,0.7,51.0,19380.0,699,5.0,1.9,4.0,1.0,0.0,3.0,0.0,21.0,3.0,13.0,0.0,0.0,1.0,0.0,282.0,0.0,52.0,1.0,7.0,22.0,17.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,0.0,18.0,2.0,0.13301749271137026
1,0,1,2,1,153,541,0.9,40.0,29546.0,13,3.0,0.8,4.0,0.0,1.0,0.0,0.0,13.0,1.0,12.0,0.0,0.0,0.0,0.0,469.0,1.0,62.0,0.0,6.0,35.0,32.0,6.0,4.0,2.0,0.0,3.0,3.0,1.0,0.0,16.0,2.0,0.1331630791681868
1,1,0,3,1,153,542,3.1,42.0,41764.0,279,6.0,2.5,4.0,0.0,4.0,4.0,0.0,17.0,2.0,7.0,0.0,1.0,2.0,0.0,381.0,1.0,63.0,0.0,4.0,26.0,24.0,9.0,0.0,8.0,0.0,4.0,3.0,2.0,0.0,14.0,1.0,0.13360175695461202
1,0,1,2,0,153,318,1.1,46.0,21554.0,58,11.0,2.8,3.0,1.0,4.0,0.0,0.0,11.0,8.0,19.0,0.0,0.0,1.0,0.0,394.0,0.0,57.0,0.0,9.0,26.0,22.0,5.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,18.0,0.0,0.13419117647058823
1,6,0,1,0,153,525,1.1,60.0,27674.0,160,4.0,1.5,1.0,1.0,2.0,3.0,0.0,13.0,1.0,24.0,0.0,0.0,1.0,0.0,276.0,0.0,43.0,0.0,1.0,13.0,12.0,3.0,1.0,1.0,0.0,2.0,3.0,4.0,0.0,18.0,0.0,0.13448784082535004
1,1,1,0,0,153,341,1.0,59.0,27599.0,172,3.0,1.2,4.0,1.0,4.0,2.0,0.0,11.0,2.0,24.0,0.0,0.0,1.0,1.0,339.0,0.0,45.0,0.0,2.0,13.0,16.0,3.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,22.0,2.0,0.13498520710059173
1,4,0,2,2,153,528,1.2,51.0,23956.0,700,4.0,1.2,2.0,0.0,1.0,6.0,1.0,15.0,0.0,16.0,0.0,1.0,1.0,0.0,370.0,1.0,40.0,0.0,4.0,22.0,14.0,4.0,0.0,4.0,0.0,1.0,2.0,4.0,0.0,20.0,0.0,0.13528539659006672
1,4,1,0,1,153,543,1.1,51.0,11648.0,281,3.0,0.5,3.0,0.0,2.0,3.0,0.0,16.0,1.0,18.0,0.0,0.0,0.0,1.0,298.0,1.0,48.0,0.0,3.0,20.0,21.0,5.0,0.0,2.0,0.0,2.0,4.0,5.0,0.0,23.0,0.0,0.13599105812220566
1,1,0,1,3,153,544,1.0,63.0,22602.0,169,4.0,0.8,3.0,0.0,3.0,2.0,0.0,14.0,1.0,27.0,0.0,0.0,2.0,0.0,286.0,3.0,38.0,0.0,6.0,12.0,18.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.13639760837070256
1,0,1,2,2,153,545,4.8,40.0,11748.0,167,9.0,1.1,5.0,0.0,5.0,2.0,0.0,15.0,1.0,8.0,0.0,1.0,0.0,0.0,438.0,0.0,51.0,0.0,2.0,17.0,21.0,5.0,2.0,1.0,1.0,5.0,5.0,1.0,0.0,16.0,2.0,0.13665293897416697
1,1,0,0,2,153,247,2.1,49.0,22248.0,701,3.0,1.9,4.0,0.0,2.0,1.0,0.0,14.0,1.0,24.0,1.0,0.0,0.0,1.0,318.0,1.0,52.0,0.0,0.0,15.0,18.0,5.0,3.0,2.0,0.0,0.0,4.0,5.0,0.0,24.0,0.0,0.13711495116453795
1,6,1,1,0,153,536,1.2,57.0,19725.0,702,3.0,0.7,6.0,1.0,1.0,4.0,0.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,328.0,0.0,56.0,0.0,1.0,15.0,31.0,3.0,1.0,2.0,0.0,5.0,4.0,2.0,0.0,15.0,0.0,0.13732129420617006
1,2,0,2,1,153,537,1.7,47.0,19617.0,331,5.0,2.3,3.0,0.0,2.0,2.0,0.0,13.0,2.0,20.0,1.0,0.0,0.0,0.0,379.0,0.0,58.0,0.0,1.0,22.0,25.0,4.0,3.0,1.0,0.0,1.0,4.0,2.0,0.0,20.0,0.0,0.13941940412528647
1,0,1,3,1,153,538,1.1,54.0,21739.0,58,7.0,2.3,0.0,0.0,4.0,1.0,0.0,16.0,0.0,28.0,1.0,1.0,0.0,0.0,268.0,0.0,46.0,0.0,1.0,16.0,16.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,23.0,1.0,0.13957934990439771
1,6,0,1,0,153,539,1.5,46.0,23288.0,330,2.0,0.3,3.0,1.0,1.0,2.0,0.0,16.0,1.0,12.0,0.0,1.0,0.0,0.0,332.0,0.0,56.0,0.0,0.0,23.0,25.0,7.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,21.0,0.0,0.1399003449597547
1,0,1,1,3,153,299,4.9,42.0,22012.0,170,1.0,0.2,3.0,0.0,3.0,3.0,0.0,23.0,1.0,4.0,0.0,1.0,1.0,0.0,325.0,1.0,67.0,1.0,2.0,32.0,25.0,9.0,1.0,2.0,5.0,1.0,6.0,3.0,0.0,13.0,0.0,0.14033064206074586
1,0,0,1,1,153,375,0.9,71.0,23849.0,166,7.0,0.9,3.0,0.0,3.0,2.0,0.0,14.0,1.0,34.0,0.0,0.0,2.0,0.0,167.0,0.0,49.0,0.0,1.0,6.0,25.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,30.0,1.0,0.14070932922127988
1,6,1,3,4,153,540,2.9,53.0,10963.0,157,5.0,2.0,3.0,0.0,4.0,2.0,0.0,15.0,1.0,20.0,0.0,1.0,1.0,0.0,219.0,3.0,60.0,1.0,1.0,19.0,27.0,7.0,3.0,0.0,0.0,4.0,5.0,0.0,0.0,16.0,0.0,0.1410355486862442
1,4,0,2,1,153,541,1.7,54.0,37206.0,369,8.0,2.2,1.0,0.0,5.0,1.0,0.0,12.0,3.0,17.0,0.0,0.0,1.0,0.0,282.0,1.0,58.0,0.0,2.0,36.0,23.0,9.0,3.0,6.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,0.14152772392400156
1,4,1,2,1,153,542,0.7,53.0,28000.0,156,4.0,1.3,3.0,0.0,6.0,0.0,0.0,16.0,3.0,15.0,0.0,0.0,0.0,0.0,321.0,1.0,59.0,0.0,1.0,24.0,19.0,6.0,0.0,6.0,0.0,1.0,2.0,4.0,0.0,22.0,2.0,0.14191290824261277
